# ADC channel to MeV using 239Pu 241Am 244Cm 3-alpha source and elastic peaks of the reaction:
# 12C(q=4+) + 197Au(980µg/cm²) @8.75 MeV/nucleon
# Peaks extraction was done using gaussian fit on the Si1 QL1 ADC channel polts
# The scattered nucleus energy has been computed with the KVElasticScatter class
SignalIn:                                QL1.Amplitude
SignalOut:                               EnergyQL1
CalibType:                               ChannelEnergyQL1
CalibOptions:                            func=pol1,min=0,max=100000
SI1-11: -0,0.017837
SI1-12: -0,0.017957
SI1-13: -0,0.017822
SI1-14: -0,0.017825
SI1-21: -0,0.017297
SI1-22: -0,0.017997
SI1-23: -0,0.017840
SI1-24: -0,0.018028
SI1-31: -0,0.017401
SI1-32: -0,0.017869
SI1-33: -0,0.017592
SI1-34: -0,0.017690
SI1-41: -0,0.017658
SI1-42: -0,0.017376
SI1-43: -0,0.017735
SI1-44: -0,0.017381
SI1-111: -0,0.021469
SI1-112: -0,0.021427
SI1-113: -0,0.021521
SI1-114: -0,0.021570
SI1-121: -0,0.021662
SI1-122: -0,0.021086
SI1-123: -0,0.021820
SI1-124: -0,0.021229
SI1-131: -0,0.021891
SI1-132: -0,0.039434
SI1-133: -0,0.021706
SI1-134: -0,0.023073
SI1-141: -0,0.022030
SI1-142: -0,0.022129
SI1-143: -0,0.022201
SI1-144: -0,0.022230
SI1-211: -0,0.021669
SI1-212: -0,0.022196
SI1-213: -0,0.022234
SI1-214: -0,0.022065
SI1-221: -0,0.021584
SI1-222: -0,0.021387
SI1-223: -0,0.021603
SI1-224: -0,0.021475
SI1-231: -0,0.021877
SI1-232: -0,0.022891
SI1-233: -0,0.022214
SI1-234: -0,0.021862
SI1-241: -0,0.022614
SI1-242: -0,0.023455
SI1-243: -0,0.022791
SI1-244: -0,0.022548
SI1-311: -0,0.016799
SI1-312: -0,0.016859
SI1-313: -0,0.017496
SI1-314: -0,0.017110
SI1-321: -0,0.016733
SI1-322: -0,0.017344
SI1-323: -0,0.022599
SI1-324: -0,0.016833
SI1-331: -0,0.017620
SI1-332: -0,0.022531
SI1-333: -0,0.017341
SI1-334: -0,0.017314
SI1-341: -0,0.017105
SI1-342: -0,0.017453
SI1-343: -0,0.017327
SI1-344: -0,0.017481
SI1-411: -0,0.017453
SI1-412: -0,0.079778
SI1-413: -0,0.017228
SI1-414: -0,0.016919
SI1-421: -0,0.017221
SI1-422: -0,0.016960
SI1-424: -0,0.016943
SI1-431: -0,0.017704
SI1-432: -0,0.017783
SI1-433: -0,0.017181
SI1-441: -0,0.017815
SI1-442: -0,0.017718
SI1-443: -0,0.018466
SI1-444: -0,0.017865
SI1-511: -0,0.021434
SI1-512: -0,0.024329
SI1-513: -0,0.021403
SI1-514: -0,0.021606
SI1-521: -0,0.021259
SI1-522: -0,0.022273
SI1-523: -0,0.021367
SI1-524: -0,0.021732
SI1-531: -0,0.062295
SI1-532: -0,0.099594
SI1-533: -0,0.050605
SI1-534: -0,0.021998
SI1-541: -0,0.021789
SI1-542: -0,0.021770
SI1-543: -0,0.021959
SI1-544: -0,0.022413
SI1-611: -0,0.017304
SI1-612: -0,0.016489
SI1-613: -0,0.017226
SI1-614: -0,0.017228
SI1-621: -0,0.017142
SI1-622: -0,0.022214
SI1-623: -0,0.017307
SI1-624: -0,0.017124
SI1-631: -0,0.017477
SI1-632: -0,0.017531
SI1-633: -0,0.022628
SI1-634: -0,0.017955
SI1-641: -0,0.017156
SI1-642: -0,0.017857
SI1-643: -0,0.017032
SI1-644: -0,0.018075
SI1-711: -0,0.018161
SI1-712: -0,0.018334
SI1-713: -0,0.017545
SI1-714: -0,0.017362
SI1-721: -0,0.130777
SI1-722: -0,0.017512
SI1-723: -0,0.025470
SI1-724: -0,0.017869
SI1-731: -0,0.017594
SI1-732: -0,0.031585
SI1-733: -0,0.017505
SI1-734: -0,0.017482
